"REF_DATE","GEO","DGUID","Violations","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2013","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44416237","4.58.11","0","","","","0"
"2014","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44416237","4.58.11","0","","","","0"
"2015","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44416237","4.58.11","0","","","","0"
"2016","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44416237","4.58.11","0","","","","0"
"2017","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44416237","4.58.11","0","","","","0"
"2018","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44416237","4.58.11","0","","","","0"
"2019","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44416237","4.58.11","0","","","","0"
"2020","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44416237","4.58.11","0","","","","0"
"2021","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44416237","4.58.11","0","","","","0"
"2011","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44359978","4.58.12","0.00","","","","2"
"2012","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44359978","4.58.12","0.00","","","","2"
"2013","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44359978","4.58.12","0.00","","","","2"
"2014","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44359978","4.58.12","0.00","","","","2"
"2015","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44359978","4.58.12","0.00","","","","2"
"2016","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44359978","4.58.12","0.00","","","","2"
"2017","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44359978","4.58.12","0.00","","","","2"
"2018","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44359978","4.58.12","0.00","","","","2"
"2019","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44359978","4.58.12","0.00","","","","2"
"2020","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44359978","4.58.12","0.00","","","","2"
"2021","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44359978","4.58.12","0.00","","","","2"
"2011","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53101130","4.58.13","0","","","","0"
"2012","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53101130","4.58.13","0","","","","0"
"2013","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53101130","4.58.13","0","","","","0"
"2014","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53101130","4.58.13","0","","","","0"
"2015","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53101130","4.58.13","0","","","","0"
"2016","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53101130","4.58.13","0","","","","0"
"2017","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53101130","4.58.13","0","","","","0"
"2018","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53101130","4.58.13","0","","","","0"
"2019","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53101130","4.58.13","0","","","","0"
"2020","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53101130","4.58.13","0","","","","0"
"2021","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v53101130","4.58.13","0","","","","0"
"2011","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53101131","4.58.14","0.00","","","","2"
"2012","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53101131","4.58.14","0.00","","","","2"
"2013","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53101131","4.58.14","0.00","","","","2"
"2014","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53101131","4.58.14","0.00","","","","2"
"2015","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53101131","4.58.14","0.00","","","","2"
"2016","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53101131","4.58.14","0.00","","","","2"
"2017","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53101131","4.58.14","0.00","","","","2"
"2018","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53101131","4.58.14","0.00","","","","2"
"2019","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53101131","4.58.14","0.00","","","","2"
"2020","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53101131","4.58.14","0.00","","","","2"
"2021","Prince Edward Island [11]","2016A000211","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v53101131","4.58.14","0.00","","","","2"
"2011","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44390541","5.58.1","0","","","","0"
"2012","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44390541","5.58.1","0","","","","0"
"2013","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44390541","5.58.1","1","","","","0"
"2014","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44390541","5.58.1","5","","","","0"
"2015","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44390541","5.58.1","9","","","","0"
"2016","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44390541","5.58.1","4","","","","0"
"2017","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44390541","5.58.1","10","","","","0"
"2018","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44390541","5.58.1","9","","","","0"
"2019","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44390541","5.58.1","41","","","","0"
"2020","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44390541","5.58.1","59","","","","0"
"2021","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Actual incidents","Number","223","units","0","v44390541","5.58.1","29","","","","0"
"2011","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44353247","5.58.2","0.00","","","","2"
"2012","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44353247","5.58.2","0.00","","","","2"
"2013","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44353247","5.58.2","0.11","","","","2"
"2014","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44353247","5.58.2","0.53","","","","2"
"2015","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44353247","5.58.2","0.96","","","","2"
"2016","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44353247","5.58.2","0.42","","","","2"
"2017","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44353247","5.58.2","1.05","","","","2"
"2018","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44353247","5.58.2","0.94","","","","2"
"2019","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44353247","5.58.2","4.23","","","","2"
"2020","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44353247","5.58.2","6.01","","","","2"
"2021","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44353247","5.58.2","2.92","","","","2"
"2011","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44371732","5.58.3","","..","","","2"
"2012","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44371732","5.58.3","","..","","","2"
"2013","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44371732","5.58.3","","..","","","2"
"2014","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44371732","5.58.3","","..","","","2"
"2015","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44371732","5.58.3","80.39","","","","2"
"2016","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44371732","5.58.3","","..","","","2"
"2017","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44371732","5.58.3","","..","","","2"
"2018","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44371732","5.58.3","-10.78","","","","2"
"2019","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44371732","5.58.3","350.00","","","","2"
"2020","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44371732","5.58.3","42.20","","","","2"
"2021","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v44371732","5.58.3","-51.35","","","","2"
"2011","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000151855","5.58.15","","..","","","0"
"2012","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000151855","5.58.15","","..","","","0"
"2013","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000151855","5.58.15","","..","","","0"
"2014","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000151855","5.58.15","","..","","","0"
"2015","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000151855","5.58.15","","..","","","0"
"2016","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000151855","5.58.15","","..","","","0"
"2017","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000151855","5.58.15","1","","","","0"
"2018","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000151855","5.58.15","3","","","","0"
"2019","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000151855","5.58.15","10","","","","0"
"2020","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000151855","5.58.15","14","","","","0"
"2021","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000151855","5.58.15","11","","","","0"
"2011","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000151856","5.58.16","","..","","","2"
"2012","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000151856","5.58.16","","..","","","2"
"2013","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000151856","5.58.16","","..","","","2"
"2014","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000151856","5.58.16","","..","","","2"
"2015","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000151856","5.58.16","","..","","","2"
"2016","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000151856","5.58.16","","..","","","2"
"2017","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000151856","5.58.16","9.09","","","","2"
"2018","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000151856","5.58.16","25.00","","","","2"
"2019","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000151856","5.58.16","19.61","","","","2"
"2020","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000151856","5.58.16","19.18","","","","2"
"2021","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000151856","5.58.16","27.50","","","","2"
"2011","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44328474","5.58.4","0","","","","0"
"2012","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44328474","5.58.4","0","","","","0"
"2013","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44328474","5.58.4","1","","","","0"
"2014","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44328474","5.58.4","2","","","","0"
"2015","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44328474","5.58.4","7","","","","0"
"2016","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44328474","5.58.4","0","","","","0"
"2017","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44328474","5.58.4","9","","","","0"
"2018","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44328474","5.58.4","2","","","","0"
"2019","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44328474","5.58.4","10","","","","0"
"2020","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44328474","5.58.4","6","","","","0"
"2021","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44328474","5.58.4","1","","","","0"
"2011","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44401573","5.58.5","0","","","","0"
"2012","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44401573","5.58.5","0","","","","0"
"2013","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44401573","5.58.5","1","","","","0"
"2014","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44401573","5.58.5","2","","","","0"
"2015","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44401573","5.58.5","7","","","","0"
"2016","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44401573","5.58.5","0","","","","0"
"2017","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44401573","5.58.5","9","","","","0"
"2018","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44401573","5.58.5","2","","","","0"
"2019","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44401573","5.58.5","10","","","","0"
"2020","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44401573","5.58.5","3","","","","0"
"2021","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44401573","5.58.5","1","","","","0"
"2011","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44384742","5.58.6","0","","","","0"
"2012","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44384742","5.58.6","0","","","","0"
"2013","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44384742","5.58.6","0","","","","0"
"2014","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44384742","5.58.6","0","","","","0"
"2015","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44384742","5.58.6","0","","","","0"
"2016","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44384742","5.58.6","0","","","","0"
"2017","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44384742","5.58.6","0","","","","0"
"2018","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44384742","5.58.6","0","","","","0"
"2019","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44384742","5.58.6","0","","","","0"
"2020","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44384742","5.58.6","3","","","","0"
"2021","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44384742","5.58.6","0","","","","0"
"2011","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44370720","5.58.7","0","","","","0"
"2012","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44370720","5.58.7","0","","","","0"
"2013","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44370720","5.58.7","1","","","","0"
"2014","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44370720","5.58.7","2","","","","0"
"2015","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44370720","5.58.7","10","","","","0"
"2016","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44370720","5.58.7","0","","","","0"
"2017","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44370720","5.58.7","6","","","","0"
"2018","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44370720","5.58.7","2","","","","0"
"2019","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44370720","5.58.7","14","","","","0"
"2020","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44370720","5.58.7","8","","","","0"
"2021","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44370720","5.58.7","1","","","","0"
"2011","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44343222","5.58.8","0.00","","","","2"
"2012","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44343222","5.58.8","0.00","","","","2"
"2013","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44343222","5.58.8","0.12","","","","2"
"2014","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44343222","5.58.8","0.24","","","","2"
"2015","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44343222","5.58.8","1.20","","","","2"
"2016","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44343222","5.58.8","0.00","","","","2"
"2017","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44343222","5.58.8","0.71","","","","2"
"2018","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44343222","5.58.8","0.24","","","","2"
"2019","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44343222","5.58.8","1.62","","","","2"
"2020","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44343222","5.58.8","0.92","","","","2"
"2021","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44343222","5.58.8","0.11","","","","2"
"2011","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44372632","5.58.9","0","","","","0"
"2012","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44372632","5.58.9","0","","","","0"
"2013","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44372632","5.58.9","1","","","","0"
"2014","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44372632","5.58.9","2","","","","0"
"2015","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44372632","5.58.9","8","","","","0"
"2016","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44372632","5.58.9","0","","","","0"
"2017","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44372632","5.58.9","6","","","","0"
"2018","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44372632","5.58.9","2","","","","0"
"2019","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44372632","5.58.9","14","","","","0"
"2020","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44372632","5.58.9","8","","","","0"
"2021","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44372632","5.58.9","1","","","","0"
"2011","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44406326","5.58.10","0.00","","","","2"
"2012","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44406326","5.58.10","0.00","","","","2"
"2013","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44406326","5.58.10","0.13","","","","2"
"2014","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44406326","5.58.10","0.26","","","","2"
"2015","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44406326","5.58.10","1.04","","","","2"
"2016","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44406326","5.58.10","0.00","","","","2"
"2017","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44406326","5.58.10","0.76","","","","2"
"2018","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44406326","5.58.10","0.25","","","","2"
"2019","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44406326","5.58.10","1.74","","","","2"
"2020","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44406326","5.58.10","0.98","","","","2"
"2021","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44406326","5.58.10","0.12","","","","2"
"2011","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44364257","5.58.11","0","","","","0"
"2012","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44364257","5.58.11","0","","","","0"
"2013","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44364257","5.58.11","0","","","","0"
"2014","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44364257","5.58.11","0","","","","0"
"2015","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44364257","5.58.11","2","","","","0"
"2016","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44364257","5.58.11","0","","","","0"
"2017","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44364257","5.58.11","0","","","","0"
"2018","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44364257","5.58.11","0","","","","0"
"2019","Nova Scotia [12]","2016A000212","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44364257","5.58.11","0","","","","0"
