"REF_DATE","GEO","DGUID","Violations","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2012","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44414360","18.58.2","0.73","","","","2"
"2013","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44414360","18.58.2","1.24","","","","2"
"2014","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44414360","18.58.2","2.34","","","","2"
"2015","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44414360","18.58.2","6.06","","","","2"
"2016","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44414360","18.58.2","4.49","","","","2"
"2017","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44414360","18.58.2","4.79","","","","2"
"2018","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44414360","18.58.2","3.38","","","","2"
"2019","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44414360","18.58.2","3.13","","","","2"
"2020","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44414360","18.58.2","2.16","","","","2"
"2021","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate per 100,000 population","Rate","257","units","0","v44414360","18.58.2","3.39","","","","2"
"2011","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v62047081","18.58.3","","..","","","2"
"2012","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v62047081","18.58.3","","..","","","2"
"2013","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v62047081","18.58.3","69.73","","","","2"
"2014","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v62047081","18.58.3","89.83","","","","2"
"2015","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v62047081","18.58.3","158.55","","","","2"
"2016","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v62047081","18.58.3","-25.87","","","","2"
"2017","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v62047081","18.58.3","6.66","","","","2"
"2018","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v62047081","18.58.3","-29.46","","","","2"
"2019","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v62047081","18.58.3","-7.56","","","","2"
"2020","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v62047081","18.58.3","-30.85","","","","2"
"2021","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Percentage change in rate","Percent","239","units","0","v62047081","18.58.3","56.88","","","","2"
"2011","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000159759","18.58.15","","..","","","0"
"2012","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000159759","18.58.15","","..","","","0"
"2013","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000159759","18.58.15","","..","","","0"
"2014","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000159759","18.58.15","","..","","","0"
"2015","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000159759","18.58.15","","..","","","0"
"2016","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000159759","18.58.15","","..","","","0"
"2017","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000159759","18.58.15","17","","","","0"
"2018","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000159759","18.58.15","10","","","","0"
"2019","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000159759","18.58.15","8","","","","0"
"2020","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000159759","18.58.15","1","","","","0"
"2021","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Unfounded incidents","Number","223","units","0","v1000159759","18.58.15","8","","","","0"
"2011","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000159760","18.58.16","","..","","","2"
"2012","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000159760","18.58.16","","..","","","2"
"2013","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000159760","18.58.16","","..","","","2"
"2014","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000159760","18.58.16","","..","","","2"
"2015","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000159760","18.58.16","","..","","","2"
"2016","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000159760","18.58.16","","..","","","2"
"2017","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000159760","18.58.16","25.37","","","","2"
"2018","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000159760","18.58.16","21.74","","","","2"
"2019","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000159760","18.58.16","19.05","","","","2"
"2020","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000159760","18.58.16","4.00","","","","2"
"2021","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Percent unfounded","Percent","239","units","0","v1000159760","18.58.16","17.39","","","","2"
"2011","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44345827","18.58.4","4","","","","0"
"2012","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44345827","18.58.4","5","","","","0"
"2013","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44345827","18.58.4","6","","","","0"
"2014","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44345827","18.58.4","10","","","","0"
"2015","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44345827","18.58.4","32","","","","0"
"2016","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44345827","18.58.4","32","","","","0"
"2017","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44345827","18.58.4","18","","","","0"
"2018","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44345827","18.58.4","7","","","","0"
"2019","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44345827","18.58.4","17","","","","0"
"2020","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44345827","18.58.4","7","","","","0"
"2021","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total cleared","Number","223","units","0","v44345827","18.58.4","4","","","","0"
"2011","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44413052","18.58.5","4","","","","0"
"2012","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44413052","18.58.5","5","","","","0"
"2013","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44413052","18.58.5","5","","","","0"
"2014","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44413052","18.58.5","7","","","","0"
"2015","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44413052","18.58.5","28","","","","0"
"2016","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44413052","18.58.5","32","","","","0"
"2017","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44413052","18.58.5","17","","","","0"
"2018","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44413052","18.58.5","7","","","","0"
"2019","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44413052","18.58.5","17","","","","0"
"2020","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44413052","18.58.5","7","","","","0"
"2021","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Cleared by charge","Number","223","units","0","v44413052","18.58.5","4","","","","0"
"2011","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44381950","18.58.6","0","","","","0"
"2012","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44381950","18.58.6","0","","","","0"
"2013","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44381950","18.58.6","1","","","","0"
"2014","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44381950","18.58.6","3","","","","0"
"2015","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44381950","18.58.6","4","","","","0"
"2016","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44381950","18.58.6","0","","","","0"
"2017","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44381950","18.58.6","1","","","","0"
"2018","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44381950","18.58.6","0","","","","0"
"2019","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44381950","18.58.6","0","","","","0"
"2020","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44381950","18.58.6","0","","","","0"
"2021","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Cleared otherwise","Number","223","units","0","v44381950","18.58.6","0","","","","0"
"2011","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44400357","18.58.7","5","","","","0"
"2012","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44400357","18.58.7","7","","","","0"
"2013","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44400357","18.58.7","6","","","","0"
"2014","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44400357","18.58.7","9","","","","0"
"2015","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44400357","18.58.7","8","","","","0"
"2016","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44400357","18.58.7","25","","","","0"
"2017","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44400357","18.58.7","28","","","","0"
"2018","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44400357","18.58.7","9","","","","0"
"2019","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44400357","18.58.7","20","","","","0"
"2020","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44400357","18.58.7","6","","","","0"
"2021","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total, persons charged","Number","223","units","0","v44400357","18.58.7","3","","","","0"
"2011","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44368706","18.58.8","0.60","","","","2"
"2012","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44368706","18.58.8","0.84","","","","2"
"2013","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44368706","18.58.8","0.71","","","","2"
"2014","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44368706","18.58.8","1.06","","","","2"
"2015","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44368706","18.58.8","0.93","","","","2"
"2016","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44368706","18.58.8","2.81","","","","2"
"2017","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44368706","18.58.8","3.08","","","","2"
"2018","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44368706","18.58.8","0.97","","","","2"
"2019","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44368706","18.58.8","2.10","","","","2"
"2020","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44368706","18.58.8","0.62","","","","2"
"2021","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate, total persons charged per 100,000 population aged 12 years and over","Rate","257","units","0","v44368706","18.58.8","0.31","","","","2"
"2011","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44364584","18.58.9","4","","","","0"
"2012","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44364584","18.58.9","0","","","","0"
"2013","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44364584","18.58.9","6","","","","0"
"2014","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44364584","18.58.9","9","","","","0"
"2015","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44364584","18.58.9","8","","","","0"
"2016","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44364584","18.58.9","25","","","","0"
"2017","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44364584","18.58.9","25","","","","0"
"2018","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44364584","18.58.9","9","","","","0"
"2019","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44364584","18.58.9","17","","","","0"
"2020","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44364584","18.58.9","6","","","","0"
"2021","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total, adult charged","Number","223","units","0","v44364584","18.58.9","3","","","","0"
"2011","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44332678","18.58.10","0.53","","","","2"
"2012","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44332678","18.58.10","0.00","","","","2"
"2013","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44332678","18.58.10","0.77","","","","2"
"2014","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44332678","18.58.10","1.15","","","","2"
"2015","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44332678","18.58.10","1.01","","","","2"
"2016","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44332678","18.58.10","3.05","","","","2"
"2017","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44332678","18.58.10","2.98","","","","2"
"2018","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44332678","18.58.10","1.05","","","","2"
"2019","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44332678","18.58.10","1.94","","","","2"
"2020","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44332678","18.58.10","0.67","","","","2"
"2021","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate, adult charged per 100,000 population aged 18 years and over","Rate","257","units","0","v44332678","18.58.10","0.33","","","","2"
"2011","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44393409","18.58.11","1","","","","0"
"2012","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44393409","18.58.11","7","","","","0"
"2013","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44393409","18.58.11","0","","","","0"
"2014","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44393409","18.58.11","0","","","","0"
"2015","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44393409","18.58.11","0","","","","0"
"2016","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44393409","18.58.11","0","","","","0"
"2017","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44393409","18.58.11","3","","","","0"
"2018","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44393409","18.58.11","0","","","","0"
"2019","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44393409","18.58.11","3","","","","0"
"2020","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44393409","18.58.11","0","","","","0"
"2021","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total, youth charged","Number","223","units","0","v44393409","18.58.11","0","","","","0"
"2011","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44374848","18.58.12","1.44","","","","2"
"2012","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44374848","18.58.12","10.12","","","","2"
"2013","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44374848","18.58.12","0.00","","","","2"
"2014","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44374848","18.58.12","0.00","","","","2"
"2015","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44374848","18.58.12","0.00","","","","2"
"2016","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44374848","18.58.12","0.00","","","","2"
"2017","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44374848","18.58.12","4.24","","","","2"
"2018","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44374848","18.58.12","0.00","","","","2"
"2019","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44374848","18.58.12","4.12","","","","2"
"2020","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44374848","18.58.12","0.00","","","","2"
"2021","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate, youth charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v44374848","18.58.12","0.00","","","","2"
"2011","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v62047091","18.58.13","0","","","","0"
"2012","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v62047091","18.58.13","0","","","","0"
"2013","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v62047091","18.58.13","0","","","","0"
"2014","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v62047091","18.58.13","0","","","","0"
"2015","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v62047091","18.58.13","0","","","","0"
"2016","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v62047091","18.58.13","0","","","","0"
"2017","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v62047091","18.58.13","0","","","","0"
"2018","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v62047091","18.58.13","0","","","","0"
"2019","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v62047091","18.58.13","0","","","","0"
"2020","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v62047091","18.58.13","0","","","","0"
"2021","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Total, youth not charged","Number","223","units","0","v62047091","18.58.13","0","","","","0"
"2011","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v62047092","18.58.14","0.00","","","","2"
"2012","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v62047092","18.58.14","0.00","","","","2"
"2013","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v62047092","18.58.14","0.00","","","","2"
"2014","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v62047092","18.58.14","0.00","","","","2"
"2015","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Trafficking in persons [1525]","Rate, youth not charged per 100,000 population aged 12 to 17 years","Rate","257","units","0","v62047092","18.58.14","0.00","","","","2"
